"gutenberg_id" "text"
40992 "Now, however, he was left alone most of the time. They brought him food,"
40992 "and then went away. He was uneasy. Physically, he felt far from well."
40992 "The damp air made his throat and chest ache; and he feared that the long"
40992 "deprivation of sunlight was hurting him. He could not understand."
40992 ""
40992 "Gathering his courage one day, he attempted to open the door. He reached"
40992 "up and turned the knob the way he had seen the people do. But it would"
40992 "not move when he pushed. He remembered the clicking sound he had heard"
40992 "every time after they went out."
40992 ""
40992 "He became frightened. He did not understand this confinement. Why would"
40992 "they not let him out?"
40992 ""
40992 "There passed another day, of mental torture. Would they let him die in"
40992 "this dark, dreary place? Had all his efforts merely led to a lonely,"
40992 "purposeless death?"
40992 ""
40992 "He wondered what they would do if he went out of his own accord; and"
40992 "finally decided that he must do it, even at the risk of offending them."
40992 "Further inactivity he could not bear."
40992 ""
40992 "Within five minutes he had formed a plan of action. It was night--the"
40992 "best time to work; for he must work undisturbed for a time."
40992 ""
40992 "He made his way to the bench, and collected three of the wound wire"
40992 "coils, which he dropped to the floor. With a cutting tool that he found"
40992 "he managed to get a length of wire from the large roll. The tool was"
40992 "very heavy."
40992 ""
40992 "Next, he crawled to the corner, and selected a number of small pieces of"
40992 "metal. He rested for a while, studying the light bulb which hung in the"
40992 "center of the room. From the light it gave and the size of the filament,"
40992 "he roughly estimated the power of the current."
40992 ""
40992 "Then, with a graphite writing instrument that he had found, he drew a"
40992 "diagram on the floor. He took a very long time doing this, and labeled"
40992 "it carefully. When he had finished, the little window at the end of the"
40992 "room showed that dawn was breaking outside."
40992 ""
40992 "Hurriedly then, he set to work with the metal, the coils, and the"
40992 "wire,--twisting, winding, connecting and cross-connecting--constantly"
40992 "glancing at his diagram and at the window. Finally, when it was broad"
40992 "daylight outside, he gave a sigh of satisfaction."
40992 ""
40992 "He had achieved an ugly, jumbled apparatus, vaguely cylindrical in shape"
40992 "with a point of metal at one end. He laid it on the floor; and making"
40992 "his way to the bench, secured two more lengths of wire. He crawled under"
40992 "the bench to where the power line for the light ran down the wall, and"
40992 "there connected them. Then, securing his cup of water, he dipped into it"
40992 "the ends of his two wires, and observed them for a moment. Satisfied, he"
40992 "carried them to his cylindrical apparatus, and connected one of them at"
40992 "the end opposite the metal point. The other he did not immediately"
40992 "connect."
40992 ""
40992 ""
40992 ""
40992 ""
40992 "<CHAPTER IV."
40992 "The Circus>"
40992 ""
40992 ""
40992 "He was breathing hard now, and his face was flushed. For a long time he"
40992 "sat very still and listened, but he heard no sound. At last, moving very"
40992 "slowly, he carried his cylinder to the door. He raised it, and placed"
40992 "the point against the metal lock, under the knob. He pressed his lips"
40992 "tightly together, and set his jaw.... With the end of the wire which he"
40992 "had not connected he touched a point on the cylinder."
40992 ""
40992 "There was no sound. There was no movement of the cylinder. Yet the metal"
40992 "lock dissolved, and daylight shot through the place where it had been. A"
40992 "cloud of light grey dust drifted lazily to the floor."
40992 ""
40992 "He disconnected the wires. Carefully he hid the thing under the cushions"
40992 "of his bed. Then he pushed open the door, and crawled out into the"
40992 "sunlight. The sun felt warm and pleasant on his back."
40992 ""
40992 "He heard a cry, and looked up fearfully. One of the men of Toon was"
40992 "running towards him carrying a dish. It was the man that brought his"
40992 "food."
40992 ""
40992 "His throat was tight, and he was trembling. He knew that this was the"
40992 "supreme moment. He nodded his head and smiled. He raised one hand, palm"
40992 "upward."
40992 ""
40992 "The man stopped directly in front of him, and growled--then raised an"
40992 "arm, pointing at the door of his prison."
40992 ""
40992 "He made a little murmuring sound to the man; and raising his face to the"
40992 "sun, smiled and nodded once more. The man pushed him backwards with one"
40992 "foot, always pointing at the door."
40992 ""
40992 "He turned, and crawled back into the shed. Dully he watched the man; who"
40992 "stood for a long time staring at the door where the lock had been--then"
40992 "strode to the pile of metal and picked up a chain."
40992 ""
40992 "He did not move when he felt the chain around his body. He closed his"
40992 "eyes, and did not open them until he heard the door shut. He did not"
40992 "move all that day. He only watched the little window. When, finally, the"
40992 "little window grew black, he drew his machine from under the cushions,"
40992 "and connected it again at the wall. The chain was fastened to a leg of"
40992 "the bench, and allowed him to do this. He destroyed a portion of the"
40992 "chain, and loosened it from his body. He crawled to the wall farthest"
40992 "from the house where the people lived. Moving the machine in a slow arc,"
40992 "he cut a hole in the wall. Disconnecting the wires, he used them to"
40992 "fasten the machine around his waist. Then he went out into the night."
40992 ""
40992 "He did not know where he was going--except that he was going away from"
40992 "these beings that held him prisoner without a reason. At first they had"
40992 "seemed kind--but they were kind no longer. Something had changed them,"
40992 "he thought; but he could not guess what...."
40992 ""
40992 "He had progressed less than a hundred yards when a sudden tumult of"
40992 "sound froze him with terror. It was coming at him through the dark, a"
40992 "hoarse, senseless, animal cry. And bounding toward him he saw the dark"
40992 "shadow of a beast. He knew instinctively that here was an unreasoning"
40992 "creature--and all the strength went out of him. He lay flat and limp on"
40992 "his face. Now he heard its panting breath, and felt the heat of it on"
40992 "his body...."
40992 ""
40992 "At the same time, but only semi-consciously, he heard the loud shouts of"
40992 "men. As in a dream, he felt himself grasped roughly and lifted from the"
40992 "ground. Soon he knew that he was back in the shed again. He saw a man"
40992 "standing above him holding his machine."
40992 ""
40992 "He felt strangely detached--as if he were not there at all. He saw the"
40992 "man look at the machine; look at the door; look at the chain; look at"
40992 "the hole in the wall; look at the light cord. He saw the man connecting"
40992 "his machine to the light cord; he felt powerless to warn the man that he"
40992 "might be connecting it wrong--that there were two ways: one right, one"
40992 "wrong...."
40992 ""
40992 "An explosion threw the man heavily against the wall. He could see the"
40992 "man struggling slowly up--coming towards him--kicking him. But he could"
40992 "hardly feel the kick at all--and everything got dark...."
40992 ""
40992 "When light came back it was just a small square above him. That puzzled"
40992 "him, until he reached out and found wooden walls all around him--very"
40992 "close. He was in a box. He became suddenly fully conscious of the fact."
40992 "Looking down at him from above he saw the faces of two of the men of"
40992 "Toon."
40992 ""
40992 "He cried out involuntarily, struggling to escape. One of the creatures"
40992 "shook a heavy piece of metal threateningly over his head. He cowered"
40992 "down, shuddering, at sight of the merciless gleam in its eyes. The light"
40992 "was blotted out, as they placed a cover over him; and he was deafened by"
40992 "a long and thunderous pounding."
40992 ""
40992 "Then began a time of horror in the darkness. His active mind had nothing"
40992 "to feed upon but fear. Only too clearly was it brought to him that he"
40992 "did not know the ways of these creatures of Toon. What was deadly fear"
40992 "to him might be commonplace to them. He had hoped to find them friendly,"
40992 "merciful--yet friendship and mercy were qualities of his own experience"
40992 "in a world different from theirs. Why had he thought to find them here?"
40992 ""
40992 "       *       *       *       *       *"
40992 ""
40992 "He had no measure of time. For endless hours he lay there in the dark,"
40992 "bracing himself against the sides to protect his head and body as much"
40992 "as possible; for the box seemed almost constantly in motion--jolting,"
40992 "tilting, and bumping until he was weak and breathless from the strain."
40992 ""
40992 "His mind, worn out by its relentless self-torture, sank at last to"
40992 "semi-consciousness."
40992 ""
40992 "Suddenly light returned, and he was dragged roughly from his prison. He"
40992 "was in a large room where the combination of odor, heat, and noise was"
40992 "overpowering. Great numbers of the men of Toon were there, hurrying in"
40992 "all directions, seemingly very busy. He noted immediately that their"
40992 "clothing was different from that which he had seen, and wondered what"
40992 "the significance of that might be.... He felt strangely calm, now."
40992 ""
40992 "Before him was an immense, bulky man, who stood with legs apart and arms"
40992 "folded, staring at him with wide, unwinking eyes. This man had a face"
40992 "that was light red in color and rounded, almost swollen-looking in"
40992 "shape. He nodded, and his cheeks shook loosely. He nodded several times,"
40992 "and seemed very pleased. He spoke sharply; and others, standing around,"
40992 "sprang into action."
40992 ""
40992 "They brought a red cloth, and tied it around the captive's loins. They"
40992 "forced him to crawl back and forth on the floor, while the big man"
40992 "looked on, nodding and chuckling. Then the big man ran hot, cushion-like"
40992 "hands over his head and body; pried open his mouth; grasped his hand and"
40992 "shook it vigorously up and down; and, with a final nod, turned and"
40992 "walked away."
40992 ""
40992 "He understood none of this, and was very unhappy."
40992 ""
40992 "They placed him upon a high, draped platform, where there was a small"
40992 "chair and nothing else. There were a number of similar platforms in the"
40992 "room."
40992 ""
40992 "It was impossible for him to maintain his previous indifference to his"
40992 "surroundings. Around the walls of the room were long rows of barred"
40992 "enclosures, containing creatures of every conceivable size, shape, and"
40992 "color. Some were hideous; some were strangely beautiful; all were"
40992 "absorbingly interesting. For a time, he forgot everything else while he"
40992 "watched them and listened to the sounds that they made. Certainly, he"
40992 "thought, a scientist of the Loten would give twenty years of his life"
40992 "for the opportunity to see these creatures! Some of them were amazingly"
40992 "like reconstructions that had been made from fossilized bones found on"
40992 "the Loten."
40992 ""
40992 "They brought him food, which he judged must be the cooked seeds of"
40992 "grain. It was soft, and he forced himself to eat a little, although he"
40992 "was not hungry. He feared that he would have to learn to eat daily, for"
40992 "food concentrates seemed to be unknown here."
40992 ""
40992 "His mind was occupied trying to understand the meaning of this place."
40992 "Great numbers of people were crowding into the room, now. Rows of them"
40992 "stood around his platform."
40992 ""
40992 "The other platforms were now occupied also. On them were beings"
40992 "resembling the people around them, but each one differing in some"
40992 "strange way from the normal. Some were enormously large, some small. And"
40992 "he saw one which was shaped like the men of Toon, yet was no taller than"
40992 "himself."
40992 ""
40992 "An endless stream of people surged through the room, circulating around"
40992 "the platforms and cages--gazing fixedly at their occupants."
40992 ""
40992 "He began to understand. These were exhibits--creatures strange to the"
40992 "crowds who came to look at them. Toon was very large; and transportation"
40992 "methods were poorly developed. Perhaps, therefore, these people had"
40992 "never seen many of the parts of their own globe."
40992 ""
40992 "Their staring eyes made him uncomfortable. Wherever he looked they"
40992 "were--staring eyes and gaping mouths. He felt suddenly ashamed. He"
40992 "wanted to hide himself--but they would not let him do that, he knew. How"
40992 "long would they keep him here, he wondered? There seemed to be no limit"
40992 "to the crowds. This must be a great center of population...."
40992 ""
40992 "And in a flash he had forgotten the people, with their staring eyes,"
40992 "forgotten his shame, forgotten his bodily discomfort.... A center of"
40992 "population! Those words blazed in his mind. Once more, he knew the joy"
40992 "of hope."
40992 ""
40992 "With a sudden clear perception he realized that they could not have"
40992 "helped him more if they had done it consciously. He had arrived at a"
40992 "goal, which, a few days ago, had seemed impossible of attainment. Here,"
40992 "if anywhere, he would find help...."
40992 ""
40992 "He must learn the language. That was imperative.... And again his good"
40992 "fortune amazed him. These people were constantly talking. His position"
40992 "was ideal for studying their speech. From what he already knew, it was"
40992 "quite simple; and it should not take long to learn enough to serve his"
40992 "purpose."
40992 ""
40992 "       *       *       *       *       *"
40992 ""
40992 "It took longer than he had expected, mainly because the people were not"
40992 "there all of the time. They came only at certain periods of the day; and"
40992 "he soon made a surprising discovery--that they slept during a great part"
40992 "of every night. In fact, almost one third of their time seemed to be"
40992 "spent in an unconscious state. The creatures in the cages slept even"
40992 "more. He could see no signs of intelligence in these caged creatures."
40992 "They were dumb, and were completely dominated by the men."
40992 ""
40992 "He missed the sun badly. These people, in their dark houses and their"
40992 "draped bodies, did not seem to need it. Often he felt quite ill, but"
40992 "tried not to worry about his health."
40992 ""
40992 "At night, when alone, he practiced the sounds he had learned; and"
40992 "rehearsed the things he was going to say when his chance came."
40992 ""
40992 "He passed through a sleep period; and then, on the ninth day, decided"
40992 "that he was ready. To the attendant who brought his food he said:"
40992 ""
40992 "\"I talk.\""
40992 ""
40992 "The man started violently, and gaped at him."
40992 ""
40992 "\"Talk?\" he repeated blankly."
40992 ""
40992 "\"Yes!\""
40992 ""
40992 "The attendant looked at him uncertainly for a long time, and then walked"
40992 "slowly away."
40992 ""
40992 "He was disappointed. But he was not kept waiting long. Soon the man"
40992 "returned, accompanied by another."
40992 ""
40992 "\"Blumberg wants to see you,\" they said. He did not understand that, and"
40992 "shook his head. However, they lifted him from his platform, and carried"
40992 "him out of the room. They took him up a long series of steps and through"
40992 "dark corridors, into a small room."
40992 ""
40992 "Here it was cool and light. In the center was a desk, and behind it sat"
40992 "the large man he had seen once before."
40992 ""
40992 "\"Set him on the desk here,\" ordered the large man. \"Now, little"
40992 "feller--they tell me you're talking!\""
40992 ""
40992 "\"I talk.\""
40992 ""
40992 "\"Well, well, well!\" said the large man jovially. \"What'll we talk"
40992 "about?... I'm Blumberg, and I run this circus.... Who are you?\""
40992 ""
40992 "He understood only the last words, but they were what he was waiting"
40992 "for."
40992 ""
40992 "\"I am man of Loten,\" he said carefully. \"Loten is world more far from"
40992 "heat star.\""
40992 ""
40992 "\"What? Say that again!\""
40992 ""
40992 "\"I not live in your world--in this world....\""
40992 ""
40992 "\"The hell you don't.\""
40992 ""
40992 "Again he did not understand what the large man meant, and looked around"
40992 "helplessly. Then he saw a writing instrument on the desk, and picked it"
40992 "up. Blumberg pushed forward a piece of white paper. Quickly he drew, in"
40992 "its center, a large circle with lines extending from its circumference"
40992 "to indicate radiation. Outside it he drew four small circles at varying"
40992 "distances from the central one."
40992 ""
40992 "\"Hey, Edgar--come here!\" called Blumberg."
40992 ""
40992 "A pale young man who had been sitting in a corner approached the desk,"
40992 "saying, \"Yes?\""
40992 ""
40992 "He looked pleadingly at the pale young man. He placed his fingertip on"
40992 "the large circle, and said, \"Heat star!\""
40992 ""
40992 "\"Sun,\" said the young man quickly."
40992 ""
40992 "\"Sun!\" he repeated gratefully. Next he indicated the third little circle"
40992 "from the center."
40992 ""
40992 "\"This world?\" he said."
40992 ""
40992 "\"Earth,\" said the young man."
40992 ""
40992 "\"Earth? This world is Earth?\""
40992 ""
40992 "\"Yes.\""
40992 ""
40992 "Blumberg grumbled: \"What is this--a joke?\""
40992 ""
40992 "He could not understand Blumberg. Eagerly he looked into the face of the"
40992 "pale young man, and indicated the fourth little circle."
40992 ""
40992 "\"Mars,\" said Edgar."
40992 ""
40992 "\"Mars!\" he cried jubilantly. He pointed his finger at himself. \"I am man"
40992 "of Mars,\" he said."
40992 ""
40992 "There was silence in the room, while they both stared at him. Then the"
40992 "big man began to laugh. His body shook, and his red cheeks jumped up and"
40992 "down."
40992 ""
40992 "\"So you are a Martian--eh?\""
40992 ""
40992 "\"Yes--a Martian.\""
40992 ""
40992 "Blumberg was still laughing. \"That oughta go big in the show--huh,"
40992 "Edgar?\" he said."
40992 ""
40992 "\"Yes, sir,\" said the young man."
40992 ""
40992 "\"If you live on Mars, what're you doing here?\""
40992 ""
40992 "The Martian had been expecting this question."
40992 ""
40992 "\"They send me away to Earth.\""
40992 ""
40992 "\"Why did they send you away to Earth?\""
40992 ""
40992 ""
40992 ""
40992 ""
40992 "<CHAPTER V."
40992 "Blumberg Promises>"
40992 ""
40992 ""
40992 "The Martian began to speak slowly, carefully. Through long days and"
40992 "nights he had rehearsed his story, knowing he would have to tell it. The"
40992 "pale young man helped him often, at points where he lacked words...."
40992 ""
40992 "He told of the scarcity of water on Mars--of how there was only a"
40992 "little, that had to be preserved carefully."
40992 ""
40992 "Here Blumberg interrupted. \"How much water has this chap been drinking?\""
40992 ""
40992 "\"Less than a cup, sir--in almost ten days,\" said Edgar. \"The attendant"
40992 "was telling me ...\""
40992 ""
40992 "Blumberg grunted. \"Go on!\" he said."
40992 ""
40992 "He told of the social order of Mars--of the three great classes: the"
40992 "Aristocrats, the Scientists, and the Workers. The Aristocrats, he"
40992 "explained, were the rulers, who utilized the knowledge of the Scientists"
40992 "and the energy of the Workers to build up a State for themselves."
40992 ""
40992 "He told how, once a year, the water rushed down the canals from the"
40992 "melting polar ice caps, spreading vegetation over the face of the"
40992 "planet, and of how quickly this precious water disappeared, evaporated"
40992 "by the ever-shining sun, until there was none left for the thirsty"
40992 "plants, and they died. Thus, every year the famine was worse on Mars,"
40992 "and more Workers died."
40992 ""
40992 "He told how he, and other Scientists, had wanted to spread oil on the"
40992 "canals to stop evaporation, and of how the Aristocrats had forbidden"
40992 "them to do it."
40992 ""
40992 "He told of the plan he had conceived to control the waters at the head"
40992 "of the canals when the ice melted in the spring, so as to force the"
40992 "Aristocrats to come to terms."
40992 ""
40992 "And finally, he told of their premature discovery of his plan; of their"
40992 "great anger and fear; of their determination to punish him as no man had"
40992 "ever been punished before; of his banishment from the very world in"
40992 "which he lived."
40992 ""
40992 "There was a long silence when he had finished. At last Blumberg coughed,"
40992 "and shook himself."
40992 ""
40992 "\"That's a fine story,\" he grumbled, \"but you left somethin' out.... What"
40992 "I wanta know is: how did you get _here_?\""
40992 ""
40992 "\"In a space traveller,\" said the Martian."
40992 ""
40992 "\"What's that?\""
40992 ""
40992 "Carefully, laboriously, he described the space ship. With the pencil he"
40992 "sketched diagram after diagram, while the pale young man helped him and"
40992 "labeled them as he directed. The young man was becoming visibly excited."
40992 "When the Martian had finished, he burst out:"
40992 ""
40992 "\"By god, it would--it _would_ do it!... Look--\""
40992 ""
40992 "\"Shut up!\" said Blumberg. The perspiration was standing out in large"
40992 "beads on his forehead."
40992 ""
40992 "\"Fellow,\" he said heavily, \"if you're lying, you've got one hell of an"
40992 "imagination!\""
40992 ""
40992 "\"You not have space travellers?\" asked the Martian tensely."
40992 ""
40992 "\"No.... Just ships that travel in air,\" answered the pale young man. He"
40992 "heard the other's painful catch of breath, and continued quickly: \"But"
40992 "with these diagrams it would be easy to--\""
40992 ""
40992 "\"Shut up, Edgar.... Shut up--an' get outta here!\" barked the big man."
40992 "The other turned, and left the room without a word."
40992 ""
40992 "\"Now, look here, fellow,\" said Blumberg, \"I'm goin' to take your word"
40992 "for it. I'm probably crazy to believe you; but I've seen most of the"
40992 "funny critters of this world in my time, an' I ain't ever seen one like"
40992 "you. So you may come from Mars, for all I know.\""
40992 ""
40992 "The other looked at him eagerly, trying to understand his words. \"You"
40992 "think I am man of Lo--of Mars?\""
40992 ""
40992 "\"Yes--that's right.\""
40992 ""
40992 "The Martian quivered with excitement. He held out his arms in a gesture"
40992 "of appeal."
40992 ""
40992 "\"You help me?...\""
40992 ""
40992 "\"Yes.\""
40992 ""
40992 "\"You help me go to Mars?\""
40992 ""
40992 "Blumberg looked down at the desktop, and was silent."
40992 ""
40992 "\"Yes. I'll help you,\" said Blumberg suddenly. He stood up, and patted"
40992 "the other softly on the head.... \"Sure ... you bet!\""
40992 ""
40992 "       *       *       *       *       *"
40992 ""
40992 "The Martian lay upon his back on a leather couch in a small room where"
40992 "they had taken him. His eyes were wide and shining. His hands clenched"
40992 "and opened convulsively. It seemed to him that he had been waiting for"
40992 "days."
40992 ""
40992 "The door opened, and Blumberg entered, followed by a smaller man. As the"
40992 "Martian struggled to his knees to greet him, he spoke heartily."
40992 ""
40992 "\"Hello there! Think I wasn't comin'? No use being in too much of a"
40992 "hurry, y'know.... Meet Dr. Smith. He's a scientist like you....\""
40992 ""
40992 "The Martian nodded and smiled at them happily. Dr. Smith looked at him"
40992 "long and curiously, meanwhile automatically seating himself in a chair"
40992 "close to the couch. Blumberg, who was pacing the room, cleared his"
40992 "throat."
40992 ""
40992 "\"Now, look here,\" he said, \"I'm willing to help you, but you've got to"
40992 "help me do it ...--\""
40992 ""
40992 "The Martian understood him immediately."
40992 ""
40992 "\"Yes!\" he replied quickly. \"Yes.\""
40992 ""
40992 "\"Good!... Now, Dr. Smith is going to ask you questions about things we"
40992 "need to know. You tell him all you can.\""
40992 ""
40992 "\"Yes ... I tell him!\""
40992 ""
40992 "Dr. Smith had many questions to ask, on many and diverse subjects. At"
40992 "first, communication between the two was very difficult; but both were"
40992 "highly intelligent and understanding men, and before long they became"
40992 "fairly successful in exchanging ideas. Blumberg paced constantly about"
40992 "the room. Occasionally he went out, but always returned quickly."
40992 ""
40992 "The catechism went on for hours; and ended only to be resumed early the"
40992 "next day."
40992 ""
40992 "And so it continued on the following day, and on the day after. The"
40992 "Martian was puzzled. They seemed to want to know so many things! Dr."
40992 "Smith had questioned him on every subject--mechanics, electricity,"
40992 "magnetism, chemistry, colloids, catalysts, transmutation of"
40992 "metals--everything. He feared that they were wasting time, but did not"
40992 "think it proper to object when they were going to so much trouble on his"
40992 "account. Nevertheless, he could not help worrying; and that night, when"
40992 "the pale young man brought him his food, he asked timidly:"
40992 ""
40992 "\"Do they make the ship?...\""
40992 ""
40992 "The pale young man looked at the floor, biting his lips. Then he went to"
40992 "the door, opened it, and looked out into the hall. He closed the door"
40992 "softly, and came near the couch. He looked straight into the Martian's"
40992 "eyes."
40992 ""
40992 "\"There is no ship!\""
40992 ""
40992 "\"No ship?\""
40992 ""
40992 "\"No.\" The young man was flushed and angry. He spoke very fast: \"That fat"
40992 "crook is not helping you.... But you are helping him--you bet!...\""
40992 ""
40992 "\"Does--does he not think--think I am the Martian?...\""
40992 ""
40992 "\"Oh, he thinks you're a Martian, all right! He knows you are. He's"
40992 "taking out patents already.\""
40992 ""
40992 "The other shook his head uncomprehendingly."
40992 ""
40992 "\"Don't you see it? Where you come from they know things that they never"
40992 "even imagined here. You got knowledge in your head worth millions of"
40992 "dollars; I mean, you have facts which are of great value to Blumberg."
40992 "Why, already you've told him to make gold out of lead--something very"
40992 "precious from something worthless. And a hundred other things besides."
40992 ""
40992 "\"He does not care about you; he cares about your knowledge.... Do you"
40992 "see?\""
40992 ""
40992 "\"Yes.\""
40992 ""
40992 "The young man's anger suddenly abated, and he glanced fearfully at the"
40992 "door."
40992 ""
40992 "\"I'm sorry,\" he said gruffly, \"but somebody had to tell you. You won't"
40992 "get any help here!\""
40992 ""
40992 "He turned, and almost ran from the room."
40992 ""
40992 "       *       *       *       *       *"
40992 ""
40992 "The Martian sat perfectly still for a long time. Then he climbed down"
40992 "from the couch, and crawled to the door. He reached up and grasped the"
40992 "knob. The young man had left it unlocked, and in a moment he was in the"
40992 "dim hallway. He crawled along, keeping close to the wall, until he came"
40992 "to the top of a stairway. He felt the cool night air on his face. Very"
40992 "slowly he lowered himself down the steps. He came to a wide door leading"
40992 "out into the open."
40992 ""
40992 "Seated in a chair by this doorway was a man, whistling. The Martian"
40992 "waited patiently in the shadows until the man stood up, yawned, and"
40992 "strolled away."
40992 ""
40992 "Outside, there were high, dark buildings all around him. He found"
40992 "himself in a narrow canyon running between them. He crawled down this"
40992 "canyon to the right, close against the buildings. The paving beneath him"
40992 "was hard, and hurt his knees. But he did not stop."
40992 ""
40992 "Someone was walking towards him. He could not escape being seen. He was"
40992 "near a large light on a pole. He raised his hand in a gesture of"
40992 "greeting...."
40992 ""
40992 "It was a woman. Suddenly she saw him, and gasped. Then she"
40992 "screamed--piercingly. The sound echoed and re-echoed between the high"
40992 "walls of the buildings."
40992 ""
40992 "Windows and doors banged. Footsteps pounded on the pavement. Soon there"
40992 "were many people around him. Some of them were holding the woman. She"
40992 "hung limply in their arms."
40992 ""
40992 "A man strode into the group, swinging a club, and speaking"
40992 "authoritatively:"
40992 ""
40992 "\"Here! What's the trouble? Move on there!\" He glanced at the woman."
40992 "\"Fainted? Take her to a drug store, somebody. She'll be all right...."
40992 "What's this?\" He grasped the Martian by the arm, and raised him to the"
40992 "light.... \"Well, I'm damned!\""
40992 ""
40992 "Followed by the curious crowd, he half carried, half dragged his captive"
40992 "along the street, around a corner, and through a lighted doorway. He"
40992 "slammed the door shut."
40992 ""
40992 "\"Found a freak, Yer Honor.... Scared a woman half to death! It musta"
40992 "got outa the 'Garden'; I found it on Forty-ninth Street....\""
40992 ""
40992 "The man seated behind the high desk nodded, and picked up a telephone."
40992 "Into this he spoke in a low voice, waited, and then spoke again. Finally"
40992 "he laid it down, and said, \"He is coming over. Hold on to it.\" He"
40992 "resumed his writing."
40992 ""
40992 "The Martian watched the man writing on the high desk. He thought that"
40992 "this man must be some person of authority--some ruler of the people,"
40992 "perhaps. After long and painful uncertainty, he nerved himself to speak:"
40992 ""
40992 "\"Please help me....\""
40992 ""
40992 "The man behind the desk looked up and smiled. \"Yes. That is what we are"
40992 "here for.... Only be patient,\" he said, and returned to his writing."
40992 ""
40992 "The Martian remained quiet. He would not dare disturb the man again, but"
40992 "he kept watching him...."
40992 ""
40992 "\"Good morning, Your Honor!\""
40992 ""
40992 "At the sound of the voice, he gave a start of surprise and fear."
40992 "Blumberg walked towards him, smiling. He struggled, and averted his"
40992 "eyes. But his captor held him tightly. Blumberg patted him on the head"
40992 "with his large, soft hand. He trembled."
40992 ""
40992 "\"One of yours?\" said the man behind the high desk. \"What is the trouble"
40992 "with him? He seems distressed.\""
40992 ""
40992 "Blumberg smiled at the other, and tapped his own head three times with"
40992 "his fingertip. The other raised his eyebrows."
40992 ""
40992 "\"Tell the Judge about yourself,\" said Blumberg softly. \"He is a great"
40992 "man, and he can help you.\""
40992 ""
40992 "The Martian was surprised that Blumberg would allow him to speak. He"
40992 "made a desperate effort:"
40992 ""
40992 "\"I am a native of Mars. Please, I must return home. Please help me...."
40992 "I--\""
40992 ""
40992 "\"See!\" said Blumberg. He was laughing."
40992 ""
40992 "The Judge nodded. \"Can you handle him?\" he asked."
40992 ""
40992 "\"Sure! They get along better with me than in--other places. I know how"
40992 "to treat 'em; and they make a good living.\""
40992 ""
40992 "\"All right,\" said the Judge. \"Take him along. But don't let me catch him"
40992 "running around the streets again, or you might rate a fine.\""
40992 ""
40992 "\"Don't worry! We're going on the road in a couple of days now. You won't"
40992 "see him again.... Well, good morning to you!\""
40992 ""
40992 "\"Good morning!\" said the Judge."
40992 ""
40992 "The Martian lay, face down, on the leather couch. Over him stood"
40992 "Blumberg, breathing hard. With a light cane that he carried he struck"
40992 "the Martian sharply on his frail back."
40992 ""
40992 "\"Don't try it again, or you'll get more of that!\" he said softly."
40992 ""
40992 "The Martian did not move or utter a sound until he heard the door slam."
40992 "Then he made his way to the table; and, grasping the edge, pulled"
40992 "himself erect. There was something on the table that he wanted...."
40992 ""
40992 "The door opened softly, and the pale young man came in."
40992 ""
40992 "\"You should not have tried it,\" he whispered."
40992 ""
40992 "The Martian pointed to the window. Over the top of a building lower than"
40992 "its neighbors a small, square patch of sky was visible, and in this"
40992 "patch a few stars twinkled faintly."
40992 ""
40992 "\"Is Mars there?\" he asked."
40992 ""
40992 "The young man was silent for a moment, looking at the floor and biting"
40992 "his lips. Then:"
40992 ""
40992 "\"Yes,\" he said. \"As it happens, it is. Mars is the brightest of those"
40992 "stars, and the topmost.\""
40992 ""
40992 "\"Thank you,\" said the Martian. \"You have been very kind to me!\""
40992 ""
40992 "The pale young man looked at him, and at the table. Then he turned,"
40992 "without a word, and left the room."
40992 ""
40992 "The Martian did not take his eyes from the little point of light. But"
40992 "one of his hands reached over the table, and grasped a knife which lay"
40992 "there. His eyes still on Loten--his home, he plunged the knife into his"
40992 "heart. And the little point of light, while he fixedly watched it,"
40992 "flickered--and died."
40992 ""
40992 ""
40992 "THE END."
